

#########################
NUMBER OF NODES: 6

0,07363929999974062  
0,0035807999993267003
0,0013063999995210906
0,0013738000006924267
0,0013429000000542146
0,004083700000592216 
0,003016399999978603 
0,001992900000004738 
0,0034845999998651678
0,0014393000001291512

#########################
NUMBER OF NODES: 10

0,04054790000009234
0,0228227000006882
0,037185199999839824
0,024425399999927322
0,0312818000002153
0,029779899999994086
0,03654910000022937
0,02373639999950683
0,03702290000001085
0,029615100000228267

#########################
NUMBER OF NODES: 12

0,15837199999987206
0,12256410000009055
0,12303810000048543
0,10296749999997701
0,10862230000020645
0,10378190000028553
0,10875259999920672
0,10760169999957725
0,1064899000002697
0,10181389999979729

#########################
NUMBER OF NODES: 13

0,33546879999994417
0,3181887000000643  
0,2650714000001244  
0,2723065999998653  
0,2547217000001183  
0,274493099999745  
0,25685859999975946
0,26613970000016707
0,2463262000001123  
0,2573760000004768  

#########################
NUMBER OF NODES: 14

0,5501394999992044
0,5150003999997352
0,5209584000003815
0,5105431000001772
0,4862722000007125
0,5140197999999145
0,49410230000012234
0,4771344999999201
0,49600899999950343
0,49175779999950464

#########################
NUMBER OF NODES: 15

1,0116822999998476
0,8712580000001253
0,8728657999999996
0,8379383000001326
0,872200700000576
1,0052193999999872
0,8775703999999678
0,887667899999542
0,8268922999995993
0,8873021000008521
